Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2020Q2,72,Accommodation and Food Services,-762
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2021Q2,72,Accommodation and Food Services,1788
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2016Q3,72,Accommodation and Food Services,-962
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2015Q3,72,Accommodation and Food Services,-510
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2017Q3,72,Accommodation and Food Services,-544
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2019Q3,72,Accommodation and Food Services,-678
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2018Q3,72,Accommodation and Food Services,-786
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2020Q3,72,Accommodation and Food Services,1229
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2015Q4,72,Accommodation and Food Services,-278
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2021Q3,72,Accommodation and Food Services,-121
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2016Q4,72,Accommodation and Food Services,77
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2018Q4,72,Accommodation and Food Services,-181
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2019Q4,72,Accommodation and Food Services,93
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2017Q4,72,Accommodation and Food Services,-142
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2021Q4,72,Accommodation and Food Services,0
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2015Q1,72,Accommodation and Food Services,3209
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2020Q4,72,Accommodation and Food Services,-46
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2018Q1,72,Accommodation and Food Services,4194
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2017Q1,72,Accommodation and Food Services,4150
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2016Q1,72,Accommodation and Food Services,3664
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2019Q1,72,Accommodation and Food Services,3879
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2021Q1,72,Accommodation and Food Services,2996
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2020Q1,72,Accommodation and Food Services,3789
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2015Q2,72,Accommodation and Food Services,4983
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2016Q2,72,Accommodation and Food Services,4964
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2018Q2,72,Accommodation and Food Services,5611
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2017Q2,72,Accommodation and Food Services,5119
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2019Q2,72,Accommodation and Food Services,5464
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2020Q2,72,Accommodation and Food Services,2088
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2021Q2,72,Accommodation and Food Services,5780
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2017Q3,72,Accommodation and Food Services,5103
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2016Q3,72,Accommodation and Food Services,5109
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2018Q3,72,Accommodation and Food Services,5601
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2015Q3,72,Accommodation and Food Services,5311
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2019Q3,72,Accommodation and Food Services,5216
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2020Q3,72,Accommodation and Food Services,4001
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2021Q3,72,Accommodation and Food Services,5641
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2015Q4,72,Accommodation and Food Services,4095
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2017Q4,72,Accommodation and Food Services,4231
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2018Q4,72,Accommodation and Food Services,4418
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2019Q4,72,Accommodation and Food Services,4494
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2016Q4,72,Accommodation and Food Services,4481
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2020Q4,72,Accommodation and Food Services,3178
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2021Q4,72,Accommodation and Food Services,5199
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2015Q1,72,Accommodation and Food Services,3855
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2016Q1,72,Accommodation and Food Services,3968
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2018Q1,72,Accommodation and Food Services,4594
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2017Q1,72,Accommodation and Food Services,4500
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2020Q1,72,Accommodation and Food Services,9101
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2021Q1,72,Accommodation and Food Services,3188
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2019Q1,72,Accommodation and Food Services,4432
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2015Q2,72,Accommodation and Food Services,4739
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2017Q2,72,Accommodation and Food Services,5046
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2016Q2,72,Accommodation and Food Services,4761
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2019Q2,72,Accommodation and Food Services,5523
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2020Q2,72,Accommodation and Food Services,3264
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2021Q2,72,Accommodation and Food Services,4579
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2015Q3,72,Accommodation and Food Services,6226
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2018Q2,72,Accommodation and Food Services,5527
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2019Q3,72,Accommodation and Food Services,6274
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2017Q3,72,Accommodation and Food Services,6025
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2018Q3,72,Accommodation and Food Services,6773
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2016Q3,72,Accommodation and Food Services,6570
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2021Q3,72,Accommodation and Food Services,6104
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2020Q3,72,Accommodation and Food Services,4548
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2020Q4,72,Accommodation and Food Services,3838
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2018Q4,72,Accommodation and Food Services,5088
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2016Q4,72,Accommodation and Food Services,4787
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2019Q4,72,Accommodation and Food Services,4891
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2017Q4,72,Accommodation and Food Services,4766
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2015Q4,72,Accommodation and Food Services,4786
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2021Q4,72,Accommodation and Food Services,0
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2015Q1,72,Accommodation and Food Services,16.1
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2016Q1,72,Accommodation and Food Services,15.5
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2019Q1,72,Accommodation and Food Services,15.8
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2018Q1,72,Accommodation and Food Services,14.7
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2017Q1,72,Accommodation and Food Services,15.299999999999999
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2020Q1,72,Accommodation and Food Services,15
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2015Q2,72,Accommodation and Food Services,15.299999999999999
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2018Q2,72,Accommodation and Food Services,15.7
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2021Q1,72,Accommodation and Food Services,16.1
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2016Q2,72,Accommodation and Food Services,16.900000000000002
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2017Q2,72,Accommodation and Food Services,16.400000000000002
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2019Q2,72,Accommodation and Food Services,15.4
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2021Q2,72,Accommodation and Food Services,16.6
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2015Q3,72,Accommodation and Food Services,16.7
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2020Q2,72,Accommodation and Food Services,15.9
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2016Q3,72,Accommodation and Food Services,15.2
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2017Q3,72,Accommodation and Food Services,15
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2018Q3,72,Accommodation and Food Services,15.8
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2015Q4,72,Accommodation and Food Services,15.4
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2020Q3,72,Accommodation and Food Services,12.5
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2019Q3,72,Accommodation and Food Services,15.7
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2016Q4,72,Accommodation and Food Services,15.4
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2017Q4,72,Accommodation and Food Services,15.2
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2018Q4,72,Accommodation and Food Services,15.4
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2019Q4,72,Accommodation and Food Services,24.4
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2020Q4,72,Accommodation and Food Services,19.3
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2015Q1,72,Accommodation and Food Services,17300
Turnover,Mid-Maryland WIA,Maryland Turnover Rate by Industry,2021Q4,72,Accommodation and Food Services,0
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2016Q1,72,Accommodation and Food Services,17201
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2017Q1,72,Accommodation and Food Services,18022
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2018Q1,72,Accommodation and Food Services,18484
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2019Q1,72,Accommodation and Food Services,18684
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2020Q1,72,Accommodation and Food Services,19112
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2021Q1,72,Accommodation and Food Services,14788
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2015Q2,72,Accommodation and Food Services,17105
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2017Q2,72,Accommodation and Food Services,18273
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2016Q2,72,Accommodation and Food Services,17483
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2019Q2,72,Accommodation and Food Services,18730
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2018Q2,72,Accommodation and Food Services,18631
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2021Q2,72,Accommodation and Food Services,15010
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2020Q2,72,Accommodation and Food Services,14497
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2018Q3,72,Accommodation and Food Services,19522
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2016Q3,72,Accommodation and Food Services,18877
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2015Q3,72,Accommodation and Food Services,18136
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2017Q3,72,Accommodation and Food Services,19015
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2019Q3,72,Accommodation and Food Services,19435
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2020Q3,72,Accommodation and Food Services,13698
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2017Q4,72,Accommodation and Food Services,18478
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2016Q4,72,Accommodation and Food Services,17953
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2018Q4,72,Accommodation and Food Services,18836
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2021Q3,72,Accommodation and Food Services,16792
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2019Q4,72,Accommodation and Food Services,18765
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2015Q4,72,Accommodation and Food Services,17636
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2015Q1,62,Health Care and Social Assistance,3877
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2021Q4,72,Accommodation and Food Services,16774
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2017Q1,62,Health Care and Social Assistance,3981
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2018Q1,62,Health Care and Social Assistance,4051
Workers,Mid-Maryland WIA,Maryland Workers by Industry,2020Q4,72,Accommodation and Food Services,14800
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2016Q1,62,Health Care and Social Assistance,3783
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2020Q1,62,Health Care and Social Assistance,4597
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2019Q1,62,Health Care and Social Assistance,4223
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2021Q1,62,Health Care and Social Assistance,4593
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2015Q2,62,Health Care and Social Assistance,3838
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2016Q2,62,Health Care and Social Assistance,3849
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2017Q2,62,Health Care and Social Assistance,4035
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2018Q2,62,Health Care and Social Assistance,4135
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2020Q2,62,Health Care and Social Assistance,4312
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2019Q2,62,Health Care and Social Assistance,4326
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2016Q3,62,Health Care and Social Assistance,4190
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2021Q2,62,Health Care and Social Assistance,4946
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2015Q3,62,Health Care and Social Assistance,4039
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2017Q3,62,Health Care and Social Assistance,4044
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2019Q3,62,Health Care and Social Assistance,4233
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2018Q3,62,Health Care and Social Assistance,4165
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2020Q3,62,Health Care and Social Assistance,4624
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2021Q3,62,Health Care and Social Assistance,4884
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2015Q4,62,Health Care and Social Assistance,4428
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2017Q4,62,Health Care and Social Assistance,4379
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2016Q4,62,Health Care and Social Assistance,4277
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2018Q4,62,Health Care and Social Assistance,4450
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2019Q4,62,Health Care and Social Assistance,4606
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2020Q4,62,Health Care and Social Assistance,5238
Earnings,Mid-Maryland WIA,Maryland Average Earnings by Industry,2021Q4,62,Health Care and Social Assistance,0
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2015Q1,62,Health Care and Social Assistance,276
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2017Q1,62,Health Care and Social Assistance,214
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2018Q1,62,Health Care and Social Assistance,108
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2019Q1,62,Health Care and Social Assistance,298
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2016Q1,62,Health Care and Social Assistance,116
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2020Q1,62,Health Care and Social Assistance,-1885
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2021Q1,62,Health Care and Social Assistance,195
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2015Q2,62,Health Care and Social Assistance,285
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2016Q2,62,Health Care and Social Assistance,180
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2018Q2,62,Health Care and Social Assistance,182
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2017Q2,62,Health Care and Social Assistance,90
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2019Q2,62,Health Care and Social Assistance,230
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2020Q2,62,Health Care and Social Assistance,-1091
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2021Q2,62,Health Care and Social Assistance,298
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2016Q3,62,Health Care and Social Assistance,70
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2015Q3,62,Health Care and Social Assistance,-205
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2018Q3,62,Health Care and Social Assistance,-135
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2017Q3,62,Health Care and Social Assistance,50
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2019Q3,62,Health Care and Social Assistance,-192
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2020Q3,62,Health Care and Social Assistance,1169
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2015Q4,62,Health Care and Social Assistance,-9
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2021Q3,62,Health Care and Social Assistance,493
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2016Q4,62,Health Care and Social Assistance,15
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2017Q4,62,Health Care and Social Assistance,168
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2018Q4,62,Health Care and Social Assistance,-56
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2019Q4,62,Health Care and Social Assistance,-209
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2020Q4,62,Health Care and Social Assistance,4
Job Change,Mid-Maryland WIA,Maryland Job Net Change by Industry,2021Q4,62,Health Care and Social Assistance,0
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2016Q1,62,Health Care and Social Assistance,2313
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2015Q1,62,Health Care and Social Assistance,2514
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2017Q1,62,Health Care and Social Assistance,2517
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2018Q1,62,Health Care and Social Assistance,2629
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2019Q1,62,Health Care and Social Assistance,2756
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2020Q1,62,Health Care and Social Assistance,2791
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2021Q1,62,Health Care and Social Assistance,2528
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2015Q2,62,Health Care and Social Assistance,2645
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2016Q2,62,Health Care and Social Assistance,2554
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2017Q2,62,Health Care and Social Assistance,2767
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2018Q2,62,Health Care and Social Assistance,2887
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2019Q2,62,Health Care and Social Assistance,3003
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2021Q2,62,Health Care and Social Assistance,3319
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2015Q3,62,Health Care and Social Assistance,2905
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2020Q2,62,Health Care and Social Assistance,1773
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2016Q3,62,Health Care and Social Assistance,3112
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2018Q3,62,Health Care and Social Assistance,3153
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2019Q3,62,Health Care and Social Assistance,3317
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2017Q3,62,Health Care and Social Assistance,3131
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2021Q3,62,Health Care and Social Assistance,3859
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2017Q4,62,Health Care and Social Assistance,2842
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2016Q4,62,Health Care and Social Assistance,2599
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2019Q4,62,Health Care and Social Assistance,3036
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2020Q3,62,Health Care and Social Assistance,3444
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2018Q4,62,Health Care and Social Assistance,2806
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2015Q4,62,Health Care and Social Assistance,2802
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2020Q4,62,Health Care and Social Assistance,2917
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2016Q1,62,Health Care and Social Assistance,2475
New Hires,Mid-Maryland WIA,Maryland New Hires by Industry,2021Q4,62,Health Care and Social Assistance,3844
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2015Q1,62,Health Care and Social Assistance,2621
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2017Q1,62,Health Care and Social Assistance,2608
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2019Q1,62,Health Care and Social Assistance,2834
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2018Q1,62,Health Care and Social Assistance,2849
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2021Q1,62,Health Care and Social Assistance,2707
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2020Q1,62,Health Care and Social Assistance,5055
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2015Q2,62,Health Care and Social Assistance,2729
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2016Q2,62,Health Care and Social Assistance,2756
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2018Q2,62,Health Care and Social Assistance,3111
Separations,Mid-Maryland WIA,Maryland Separations by Industry,2017Q2,62,Health Care and Social Assistance,3033
