Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2016Q3,72,Accommodation and Food Services,-2547
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2017Q3,72,Accommodation and Food Services,-2993
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2018Q3,72,Accommodation and Food Services,-2815
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2019Q3,72,Accommodation and Food Services,-2671
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2020Q3,72,Accommodation and Food Services,38
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2015Q4,72,Accommodation and Food Services,-2746
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2016Q4,72,Accommodation and Food Services,-2314
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2017Q4,72,Accommodation and Food Services,-2290
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2018Q4,72,Accommodation and Food Services,-2590
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2019Q4,72,Accommodation and Food Services,-2682
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2020Q4,72,Accommodation and Food Services,-2650
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2021Q4,72,Accommodation and Food Services,0
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q1,72,Accommodation and Food Services,1820
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q1,72,Accommodation and Food Services,1881
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q1,72,Accommodation and Food Services,2227
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q1,72,Accommodation and Food Services,2181
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q1,72,Accommodation and Food Services,1887
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q1,72,Accommodation and Food Services,1954
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2021Q1,72,Accommodation and Food Services,1801
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q2,72,Accommodation and Food Services,7150
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2021Q1,72,Accommodation and Food Services,282
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q2,72,Accommodation and Food Services,6584
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2018Q1,72,Accommodation and Food Services,373
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q2,72,Accommodation and Food Services,6888
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q2,72,Accommodation and Food Services,6899
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q2,72,Accommodation and Food Services,6817
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q2,72,Accommodation and Food Services,3827
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2021Q2,72,Accommodation and Food Services,6894
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q3,72,Accommodation and Food Services,4172
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q3,72,Accommodation and Food Services,4399
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q3,72,Accommodation and Food Services,4648
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q3,72,Accommodation and Food Services,4214
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q3,72,Accommodation and Food Services,4460
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2021Q3,72,Accommodation and Food Services,4862
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q3,72,Accommodation and Food Services,5001
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q4,72,Accommodation and Food Services,2062
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q4,72,Accommodation and Food Services,2031
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q4,72,Accommodation and Food Services,2308
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q4,72,Accommodation and Food Services,1725
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q4,72,Accommodation and Food Services,2049
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q4,72,Accommodation and Food Services,2213
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q1,72,Accommodation and Food Services,1814
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2021Q4,72,Accommodation and Food Services,2457
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q1,72,Accommodation and Food Services,1863
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q1,72,Accommodation and Food Services,2123
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q1,72,Accommodation and Food Services,2024
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q1,72,Accommodation and Food Services,2163
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q1,72,Accommodation and Food Services,4270
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q2,72,Accommodation and Food Services,4282
Separations,Lower Shore WIA,Maryland Separations by Industry,2021Q1,72,Accommodation and Food Services,1795
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q2,72,Accommodation and Food Services,3983
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q2,72,Accommodation and Food Services,4287
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q2,72,Accommodation and Food Services,4376
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q2,72,Accommodation and Food Services,4260
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q2,72,Accommodation and Food Services,2431
Separations,Lower Shore WIA,Maryland Separations by Industry,2021Q2,72,Accommodation and Food Services,4393
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q3,72,Accommodation and Food Services,7343
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q3,72,Accommodation and Food Services,7611
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q3,72,Accommodation and Food Services,7591
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q3,72,Accommodation and Food Services,7616
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q3,72,Accommodation and Food Services,7563
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q3,72,Accommodation and Food Services,6165
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2019Q3,72,Accommodation and Food Services,2301
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2015Q1,72,Accommodation and Food Services,341
Separations,Lower Shore WIA,Maryland Separations by Industry,2021Q3,72,Accommodation and Food Services,7450
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q4,72,Accommodation and Food Services,5098
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q4,72,Accommodation and Food Services,4896
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q4,72,Accommodation and Food Services,4619
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q4,72,Accommodation and Food Services,5245
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q4,72,Accommodation and Food Services,4749
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2015Q1,72,Accommodation and Food Services,13.700000000000001
Separations,Lower Shore WIA,Maryland Separations by Industry,2021Q4,72,Accommodation and Food Services,0
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2016Q1,72,Accommodation and Food Services,14.099999999999998
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2017Q1,72,Accommodation and Food Services,13.4
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2020Q1,72,Accommodation and Food Services,12.4
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2018Q1,72,Accommodation and Food Services,14.2
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2019Q1,72,Accommodation and Food Services,13.5
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2021Q1,72,Accommodation and Food Services,14.299999999999999
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2016Q2,72,Accommodation and Food Services,14.7
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2015Q2,72,Accommodation and Food Services,14.299999999999999
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2019Q2,72,Accommodation and Food Services,13.900000000000002
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2020Q2,72,Accommodation and Food Services,14.799999999999999
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2015Q3,72,Accommodation and Food Services,32.300000000000004
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2016Q3,72,Accommodation and Food Services,27.700000000000003
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2017Q3,72,Accommodation and Food Services,29.2
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2018Q3,72,Accommodation and Food Services,29.799999999999997
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2019Q3,72,Accommodation and Food Services,30.8
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2020Q3,72,Accommodation and Food Services,28.599999999999998
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2021Q3,72,Accommodation and Food Services,-2197
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2017Q2,72,Accommodation and Food Services,15.1
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2018Q2,72,Accommodation and Food Services,14.899999999999999
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2021Q2,72,Accommodation and Food Services,14.6
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2016Q4,72,Accommodation and Food Services,12.6
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2015Q4,72,Accommodation and Food Services,12.2
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2018Q4,72,Accommodation and Food Services,11.799999999999999
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2020Q4,72,Accommodation and Food Services,17.4
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2019Q4,72,Accommodation and Food Services,20.599999999999998
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2021Q4,72,Accommodation and Food Services,0
Workers,Lower Shore WIA,Maryland Workers by Industry,2015Q1,72,Accommodation and Food Services,9435
Workers,Lower Shore WIA,Maryland Workers by Industry,2016Q1,72,Accommodation and Food Services,9687
Workers,Lower Shore WIA,Maryland Workers by Industry,2017Q1,72,Accommodation and Food Services,10059
Workers,Lower Shore WIA,Maryland Workers by Industry,2019Q1,72,Accommodation and Food Services,10025
Workers,Lower Shore WIA,Maryland Workers by Industry,2018Q1,72,Accommodation and Food Services,10168
Workers,Lower Shore WIA,Maryland Workers by Industry,2020Q1,72,Accommodation and Food Services,10167
Workers,Lower Shore WIA,Maryland Workers by Industry,2021Q1,72,Accommodation and Food Services,8792
Workers,Lower Shore WIA,Maryland Workers by Industry,2015Q2,72,Accommodation and Food Services,9767
Workers,Lower Shore WIA,Maryland Workers by Industry,2016Q2,72,Accommodation and Food Services,10030
Workers,Lower Shore WIA,Maryland Workers by Industry,2018Q2,72,Accommodation and Food Services,10526
Workers,Lower Shore WIA,Maryland Workers by Industry,2017Q2,72,Accommodation and Food Services,10509
Workers,Lower Shore WIA,Maryland Workers by Industry,2019Q2,72,Accommodation and Food Services,10262
Workers,Lower Shore WIA,Maryland Workers by Industry,2020Q2,72,Accommodation and Food Services,8175
Workers,Lower Shore WIA,Maryland Workers by Industry,2021Q2,72,Accommodation and Food Services,9071
Workers,Lower Shore WIA,Maryland Workers by Industry,2015Q3,72,Accommodation and Food Services,15190
Workers,Lower Shore WIA,Maryland Workers by Industry,2017Q3,72,Accommodation and Food Services,15446
Workers,Lower Shore WIA,Maryland Workers by Industry,2016Q3,72,Accommodation and Food Services,14894
Workers,Lower Shore WIA,Maryland Workers by Industry,2020Q3,72,Accommodation and Food Services,11400
Workers,Lower Shore WIA,Maryland Workers by Industry,2018Q3,72,Accommodation and Food Services,15473
Workers,Lower Shore WIA,Maryland Workers by Industry,2019Q3,72,Accommodation and Food Services,15455
Workers,Lower Shore WIA,Maryland Workers by Industry,2021Q3,72,Accommodation and Food Services,14178
Workers,Lower Shore WIA,Maryland Workers by Industry,2015Q4,72,Accommodation and Food Services,12424
Workers,Lower Shore WIA,Maryland Workers by Industry,2016Q4,72,Accommodation and Food Services,12337
Workers,Lower Shore WIA,Maryland Workers by Industry,2017Q4,72,Accommodation and Food Services,12437
Workers,Lower Shore WIA,Maryland Workers by Industry,2018Q4,72,Accommodation and Food Services,12654
Workers,Lower Shore WIA,Maryland Workers by Industry,2019Q4,72,Accommodation and Food Services,12784
Workers,Lower Shore WIA,Maryland Workers by Industry,2020Q4,72,Accommodation and Food Services,11440
Workers,Lower Shore WIA,Maryland Workers by Industry,2021Q4,72,Accommodation and Food Services,11983
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2015Q1,62,Health Care and Social Assistance,3435
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2016Q1,62,Health Care and Social Assistance,3457
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2018Q1,62,Health Care and Social Assistance,3797
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2019Q1,62,Health Care and Social Assistance,3821
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2021Q1,62,Health Care and Social Assistance,4387
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2015Q2,62,Health Care and Social Assistance,3664
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2020Q1,62,Health Care and Social Assistance,4021
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2016Q2,62,Health Care and Social Assistance,3957
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2017Q2,62,Health Care and Social Assistance,3903
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2018Q2,62,Health Care and Social Assistance,4015
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2019Q2,62,Health Care and Social Assistance,4129
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2020Q2,62,Health Care and Social Assistance,4108
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2021Q2,62,Health Care and Social Assistance,4911
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2015Q3,62,Health Care and Social Assistance,3898
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2016Q3,62,Health Care and Social Assistance,3907
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2017Q3,62,Health Care and Social Assistance,3855
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2018Q3,62,Health Care and Social Assistance,3953
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q4,72,Accommodation and Food Services,4919
Turnover,Lower Shore WIA,Maryland Turnover Rate by Industry,2017Q4,72,Accommodation and Food Services,12.1
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2017Q1,62,Health Care and Social Assistance,3671
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2020Q3,62,Health Care and Social Assistance,4259
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2021Q3,62,Health Care and Social Assistance,5223
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2015Q4,62,Health Care and Social Assistance,4402
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2016Q4,62,Health Care and Social Assistance,4344
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2017Q4,62,Health Care and Social Assistance,4361
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2015Q1,62,Health Care and Social Assistance,59
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2020Q4,62,Health Care and Social Assistance,5074
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2016Q1,62,Health Care and Social Assistance,-42
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2017Q1,62,Health Care and Social Assistance,-192
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2018Q1,62,Health Care and Social Assistance,-134
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2019Q1,62,Health Care and Social Assistance,31
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2021Q1,62,Health Care and Social Assistance,-27
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2020Q1,62,Health Care and Social Assistance,-315
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2016Q2,62,Health Care and Social Assistance,163
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2015Q2,62,Health Care and Social Assistance,232
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2017Q2,62,Health Care and Social Assistance,-31
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2018Q2,62,Health Care and Social Assistance,104
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2019Q2,62,Health Care and Social Assistance,78
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2020Q2,62,Health Care and Social Assistance,-332
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2021Q2,62,Health Care and Social Assistance,-187
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2015Q3,62,Health Care and Social Assistance,141
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2016Q3,62,Health Care and Social Assistance,56
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2017Q3,62,Health Care and Social Assistance,21
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2019Q3,62,Health Care and Social Assistance,45
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2018Q3,62,Health Care and Social Assistance,37
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2020Q3,62,Health Care and Social Assistance,114
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2021Q3,62,Health Care and Social Assistance,-329
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2015Q4,62,Health Care and Social Assistance,81
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2016Q4,62,Health Care and Social Assistance,11
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2017Q4,62,Health Care and Social Assistance,147
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2018Q4,62,Health Care and Social Assistance,-46
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2019Q4,62,Health Care and Social Assistance,20
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2020Q4,62,Health Care and Social Assistance,89
Job Change,Lower Shore WIA,Maryland Job Net Change by Industry,2021Q4,62,Health Care and Social Assistance,0
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q1,62,Health Care and Social Assistance,890
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q1,62,Health Care and Social Assistance,940
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q1,62,Health Care and Social Assistance,1064
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q1,62,Health Care and Social Assistance,1059
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q1,62,Health Care and Social Assistance,1229
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2021Q1,62,Health Care and Social Assistance,1115
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q2,62,Health Care and Social Assistance,1162
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q2,62,Health Care and Social Assistance,1220
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q2,62,Health Care and Social Assistance,1102
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q2,62,Health Care and Social Assistance,1236
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q2,62,Health Care and Social Assistance,1249
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q2,62,Health Care and Social Assistance,884
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2021Q2,62,Health Care and Social Assistance,1297
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2019Q3,62,Health Care and Social Assistance,4021
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2021Q4,62,Health Care and Social Assistance,0
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2018Q4,62,Health Care and Social Assistance,4398
Earnings,Lower Shore WIA,Maryland Average Earnings by Industry,2019Q4,62,Health Care and Social Assistance,4554
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q3,62,Health Care and Social Assistance,1366
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q3,62,Health Care and Social Assistance,1318
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q3,62,Health Care and Social Assistance,1281
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q3,62,Health Care and Social Assistance,1236
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q3,62,Health Care and Social Assistance,1362
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q3,62,Health Care and Social Assistance,1151
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2021Q3,62,Health Care and Social Assistance,1398
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2015Q4,62,Health Care and Social Assistance,1235
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2016Q4,62,Health Care and Social Assistance,1127
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2017Q4,62,Health Care and Social Assistance,1152
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2018Q4,62,Health Care and Social Assistance,1095
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2020Q4,62,Health Care and Social Assistance,1241
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2019Q4,62,Health Care and Social Assistance,1205
New Hires,Lower Shore WIA,Maryland New Hires by Industry,2021Q4,62,Health Care and Social Assistance,1451
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q1,62,Health Care and Social Assistance,926
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q1,62,Health Care and Social Assistance,1101
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q1,62,Health Care and Social Assistance,1315
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q1,62,Health Care and Social Assistance,1134
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q1,62,Health Care and Social Assistance,1225
Separations,Lower Shore WIA,Maryland Separations by Industry,2021Q1,62,Health Care and Social Assistance,1284
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q1,62,Health Care and Social Assistance,1660
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q2,62,Health Care and Social Assistance,1111
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q2,62,Health Care and Social Assistance,1273
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q2,62,Health Care and Social Assistance,1206
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q2,62,Health Care and Social Assistance,1287
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q2,62,Health Care and Social Assistance,1327
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q2,62,Health Care and Social Assistance,1315
Separations,Lower Shore WIA,Maryland Separations by Industry,2021Q2,62,Health Care and Social Assistance,1637
Separations,Lower Shore WIA,Maryland Separations by Industry,2015Q3,62,Health Care and Social Assistance,1435
Separations,Lower Shore WIA,Maryland Separations by Industry,2016Q3,62,Health Care and Social Assistance,1467
Separations,Lower Shore WIA,Maryland Separations by Industry,2017Q3,62,Health Care and Social Assistance,1409
Separations,Lower Shore WIA,Maryland Separations by Industry,2018Q3,62,Health Care and Social Assistance,1423
Separations,Lower Shore WIA,Maryland Separations by Industry,2019Q3,62,Health Care and Social Assistance,1392
Separations,Lower Shore WIA,Maryland Separations by Industry,2020Q3,62,Health Care and Social Assistance,1311
Turnover,Lower Shore WIA,Maryland Turnover Rate by Education,2015Q4,E5,Educational attainment not available (workers aged 24 or younger),0.18,
